Tiêu đề,Số phòng ,Vị trí,Giá ,Giá / Diện tích,Diện tích,Loại hình
"bán nhà mới xây hữu hoà thanh trì  34m 5T 3 ngủ 3,5ty",3,Huyện Thanh Trì,"3,7 ",109,34,nhà ở
BÁN NHÀ MỸ ĐÌNH 102m2 x MT 6.1m - LÔ GÓC - Ô TÔ KINH DOANH GIẬN GIỮ,6,Quận Nam Từ Liêm,"21,75 ",213,102,nhà ở
"Bán Nhà Mỹ Đình 32mx5Tầng, Full Nội Thất, Gần Phố, Ở Sướng",3,Quận Nam Từ Liêm,"5,75 ",180,32,nhà ở
"Bán Nhà Mỹ Đình, Dt 117m2, 5 tầng, giá 12.5 ",10,Quận Nam Từ Liêm,"12,5 ",107,117,nhà ở
"Bán nhà nghỉ 9x16/1 hầm 7 tầng giá 12,5  phường đồng xuân",10,Quận Hoàn Kiếm,"12,5 ",87,144,nhà ở
BÁN NHÀ NGÕ 229 MINH KHAI 45mx5t,4,Quận Hai Bà Trưng,"7,5 ",167,45,nhà ở
"Bán nhà ngõ 649 Lĩnh  Ngõ thông kinh doanh, sổ đỏ chính chủ traotay",8,Quận Hoàng Mai,"6,78 ",151,45,nhà ở
"Bán nhà ngõ Đặng Văn Ngữ, Đống Đa Nhà mới 6 tầng, thang máy 52m 9.5 ",6,Quận Đống Đa,"9,5 ",183,52,nhà ở
"Bán nhà Ngõ Giữa, Xa La, Hà , diện tích 55.5m2, 3 tầng",3,Quận Hà Đông ,"7,9 ",142,56,nhà ở
"BÁN NHÀ NGÔ QUYỀN, LA KHÊ HÀ  36M, 5T, 5 NGỦ GIA CHỈ 5,2 ",5,Quận Hà Đông ,"5,2 ",144,36,nhà ở
"BÁN NHÀ NGÕ VƯƠNG THỪA VŨ 38M2, 8,3 , NHÀ ĐẸP - HIẾM",4,Quận Thanh Xuân,"8,3 ",218,38,nhà ở
"BÁN NHÀ NGỌC HỒI, THANH TRÌ, HÀNG HIẾM, KINH DOANH, Ô TÔ TRÁNH",6,Huyện Thanh Trì,"10,8 ",292,37,nhà ở
Bán nhà ngọc khánh giảng võ  dt 40m x 4 tầng.  Giá 8.5 ,4,Quận Ba Đình,"8,5 ",213,40,nhà ở
Bán Nhà Ngọc Khánh Quận Ba Đình DT 40m 4 tầng MT 3.5m Giá 8.5 ,4,Quận Ba Đình,"8,5 ",213,40,nhà ở
"BÁN NHÀ NGỌC KHÁNH. 35M, 4 TẦNG, MT 3,5 GIÁ 8,2 . LÔ GÓC, GẦN PHỐ.",3,Quận Ba Đình,"8,2 ",234,35,nhà ở
"BÁN NHÀ NGỌC KHÁNH-BA ĐÌNH-KINH DOANH-LÔ GÓC-35M-4T-3,5M MT-CHỈ 8.x",4,Quận Ba Đình,8,229,35,nhà ở
BÁN NHÀ NGỌC LÂM – GẦN CẦU CHƯƠNG DƯƠNG – TTTM MIPEC 💎 TẶNG FULL NỘI T,3,Quận Long Biên,"4,35 ",136,32,nhà ở
"BÁN NHÀ NGỌC THỤY – LÔ GÓC, Ô TÔ ĐỖ CỬA",3,Quận Long Biên,"4,65 ",133,35,nhà ở
"Bán nhà Ngọc Thuỵ - mgox 3m, nhà mới, đẹp 42m2 5 tầng 4 giá 5,7 ",4,Quận Long Biên,"5,7 ",136,42,nhà ở
BÁN NHÀ NGUYỄN HOÀNG NGÕ THÔNG GẦN PHỐ SIÊU HIẾM DT35M2*5TẦNG NHÀ ĐẸP.,4,Quận Nam Từ Liêm,"6,8 ",194,35,nhà ở
"Bán nhà Nguyễn Khánh Toàn, Cầu Giấy Dt 40m 5 tầng mt 4m giá 8,4 ",4,Quận Cầu Giấy,"8,4 ",210,40,nhà ở
"BÁN NHÀ NGUYỄN KHUYẾN,HOÀN KIẾM",4,Quận Hoàn Kiếm,"6,35 ",212,30,nhà ở
BÁN NHÀ NGUYỄN TRÃI OTO 10M RA PHỐ 110M FULL NỘI THẤT GIÁ NHỈNH 17 ,6,Quận Thanh Xuân,"17,19 ",156,110,nhà ở
BÁN NHÀ NHANH QUẬN TRUNG TÂM,4,Quận Hai Bà Trưng,"5,8 ",181,32,nhà ở
"BÁN NHÀ NHỊ KHÊ THƯỜNG TÍN,41m2, NGÕ OTO7 CHỖ, 4 TẦNG GIÁ 3.95()",4,Huyện Thường Tín,"3,95 ",96,41,nhà ở
Bán nhà ở cấp 4 + 60m2 + 1 phòng ngủ+ đường vào Đức Thánh Cả,1,Huyện Ứng  Hòa,"0,9",15,60,nhà ở
"BÁN NHÀ Ở ĐẲNG CẤP,KINH DOANH ĐỈNH 60m 6T NGỌC THỤY LONG BIÊN 15,X ",4,Quận Long Biên,"15,5 ",258,60,nhà ở
"Bán nhà ở Khương Đình - Thanh Xuân - 43m2 - giá chỉ 4,65 .",3,Quận Thanh Xuân,"4,65 ",109,43,nhà ở
Bán nhà ở Phúc Lợi long biên nhà 63m đẹp tuyệt vời ngõ Ô Tô nhỏ thông,4,Quận Long Biên,"7,35 ",117,63,nhà ở
Bán nhà phân lô 29 Nguyễn Chí Thanh,2,Quận Ba Đình,"17,73 ",345,51,nhà ở
BÁN NHÀ PHÂN LÔ BÙI HUY BÍCH- HOÀNG LIỆT- HOÀNG MAI- 42M 5T 7.2 ,4,Quận Hoàng Mai,"7,2 ",171,42,nhà ở
BÁN NHÀ PHÂN LÔ CÁN BỘ DÂN TRÍ CAO-GARA-48M 4TẦNG GIÁ 15.5 NHÀ ĐẸP,6,Quận Đống Đa,"15,5 ",323,48,nhà ở
BÁN NHÀ PHÂN LÔ ĐỀN LỪ- HOÀNG MAI- Ô TÔ- KD 4 TẦNG MT 10M 8.2 ,4,Quận Hoàng Mai,"8,2 ",164,50,nhà ở
BÁN NHÀ PHÂN LÔ KIM ĐỒNG-  Ô TÔ TRÁNH- KINH DOANH- 50M2 - 8.8 ,4,Quận Hoàng Mai,"8,8 ",176,50,nhà ở
"Bán nhà phân Lô Ngọc Khánh - Ba Đình, ngõ ô tô rộng 6 mét",4,Quận Ba Đình,"9,4 ",174,54,nhà ở
"Bán nhà phân lô ô tô tải tránh - KĐT  thắng, ngõ 67 phùng khoang",5,Quận Nam Từ Liêm,18,261,69,nhà ở
"Bán nhà phân lô ô tô vỉa hè kinh doanh dt80m 6 tầng mt6m giá 16,2 ",7,Huyện Thanh Trì,"16,2 ",203,80,nhà ở
"Bán nhà phân lô phố Nguyễn Phúc Lai, gần chợ, Trường học, ngõ 3m",5,Quận Đống Đa,"8,5 ",217,39,nhà ở
"Bán nhà phân lô xây mới 7 tầng thang máy, DT 48m2, gara oto 7 chỗ",4,Quận Hoàng Mai,"12,7 ",265,48,nhà ở
BÁN NHÀ PHỐ BÙI XƯƠNG TRẠCH - NHÀ ĐẸP Ở NGAY - 4 NGỦ - TẶNG NỘI THẤT.,4,Quận Thanh Xuân,"7,65 ",134,57,nhà ở
"Bán nhà phố Bùi Xương Trạch,Thanh Xuân,Ngõ thông,Kinh doanh,Dt:37m2*5T",5,Quận Thanh Xuân,"5,85 ",158,37,nhà ở
"Bán nhà Phố Cầu Đất dt 31,Ngõ nông ,10 m ra mặt phố, nhà đẹp.Giá 4 ",5,Quận Hoàn Kiếm,"4,95 ",160,31,nhà ở
"Bán nhà phố đào tấn . Diện tích 40m2 5 tầng ,mt 5 mét, Nhà mới ,6,8 ",3,Quận Ba Đình,"6,85 ",171,40,nhà ở
"Bán nhà phố đẹp tại Yên Xá, Thanh Trì 88 m2 5 Tầng giá chỉ 17 ",4,Huyện Thanh Trì,17,193,88,nhà ở
BÁN NHÀ PHỐ GIẢI PHÓNG- HOÀNG MAI- Ô TÔ- KD NGÕ THÔNG- 33 M 5T 5.35 TY,3,Quận Hoàng Mai,"5,35 ",162,33,nhà ở
BÁN NHÀ PHỐ GIANG VĂN MINH - Ở LUÔN - NGÕ THÔNG - FULL NỘI THẤT.,3,Quận Ba Đình,6,171,35,nhà ở
Bán nhà phố hạ đình 63m2 5 tầng 6 ngủ,6,Quận Thanh Xuân,10,172,58,nhà ở
"Bán nhà phố Hoàng Quốc Việt, 32m2 5 tầng, sân rộng, nội thất cao cấp",4,Quận Cầu Giấy,"7,45 ",233,32,nhà ở
"BÁN NHÀ PHỐ HỒNG HÀ, HOÀN KIẾM, 60M, KINH DOANH VIP, MT RỘNG CHỈ 7 ",4,Quận Hoàn Kiếm,"7,45 ",124,60,nhà ở
"Bán nhà phố Khương Hạ,Thanh Xuân,Ngõ nông gần ô tô,Dt:35m2*5T",3,Quận Thanh Xuân,"6,65 ",190,35,nhà ở
Bán nhà phố KIM MÃ  🔥NHÀ ĐẸP Ở NGAY TẶNG FULL NỘI THẤT,3,Quận Ba Đình,"4,5 ",196,23,nhà ở
"Bán nhà Phố MINH KHAI,ÔTÔ 5 TẠ TRÁNH,THÔNG,KINH DOANH,NHỈNH 7 .",4,Quận Hai Bà Trưng,7,127,55,nhà ở
"BÁN NHÀ PHỐ NGỌC KHÁNH QUẬN BA ĐÌNH ( DT: 40m; 4 tầng; MT: 3,5m )",4,Quận Ba Đình,"8,6 ",215,40,nhà ở
"bán nhà phố nguyễn đức cảnh nhà diện tích 33m, 3 phòng ngủ",3,Quận Hoàng Mai,"7,9 ",239,33,nhà ở
"Bán Nhà Phố Nguyễn Thiêp Hoàn Kiếm 7Tg Thang máy 12,5  mặt tiền 5,6m",7,Quận Hoàn Kiếm,"12,5 ",379,33,nhà ở
"BÁN NHÀ PHỐ PHÚ GIA TÂY HỒ, Ô TÔ QUA, TƯƠNG LAI NGÕ HAI Ô TÔ TRÁNH",4,Quận Tây Hồ,"9,7 ",237,41,nhà ở
Bán nhà phố Phú Gia_nhỉnh 8  50m2 Có bãi ôtô cách nhà mấy bước chân,3,Quận Tây Hồ,"8,6 ",172,50,nhà ở
"BÁN NHÀ PHỐ PHÚ XÁ NGÕ Ô TÔ, THIẾT KẾ ĐẸP, PHÙ HỢP CHO GIA ĐÌNH LỚN",4,Quận Tây Hồ,"9,6 ",229,42,nhà ở
"BÁN NHÀ PHỐ PHÚ XÁ NGÕ THÔNG, CÁCH Ô TÔ BA BƯỚC CHÂN, TẶNG NỘI THẤT",4,Quận Tây Hồ,"6,7 ",191,35,nhà ở
"BÁN NHÀ PHỐ PHÚC HOA TRUNG TÂM PHÚ THƯỢNG THIẾT KẾ ĐẸP, CÁCH Ô TÔ 10M",4,Quận Tây Hồ,"6,7 ",191,35,nhà ở
BÁN NHÀ PHỐ PHÚC LỢI LONG BIÊN 4.48  36M 5 TẦNG Ô TÔ SÁT PHỐ,3,Quận Long Biên,"4,48 ",124,36,nhà ở
"Bán nhà phố Phúc Tân, 50m2, 30m ra mặt phố, giá 4.8 ",3,Quận Hoàn Kiếm,"4,8 ",96,50,nhà ở
"Bán nhà phố Phương Mai view hồ - vị trí đẹp, diện tích 46m2 - giá 5ty",4,Quận Hai Bà Trưng,5,109,46,nhà ở
Bán nhà phố Quảng Khánh quận Tây Hồ 7 tầng thang máy,10,Quận Tây Hồ,65,722,90,nhà ở
"Bán nhà phố tại Hoàng Sâm, Cầu Giấy, 42m2, Nhỉnh 4 .",3,Quận Cầu Giấy,"4,35 ",128,34,nhà ở
Bán nhà phố Tân mai 4T chỉ 1.16  Lô góc,2,Quận Hoàng Mai,"1,16 ",97,12,nhà ở
"Bán nhà phố Tây Tựu, 35m2, 5 tầng, 6 ngủ. giá 5.15 ",6,Quận Bắc Từ Liêm,"5,15 ",147,35,nhà ở
BÁN NHÀ PHỐ THẠCH BÀN LONG BIÊN 4.5  36M 5 TẦNG Ô TÔ KINH DOANH,3,Quận Long Biên,"4,5 ",125,36,nhà ở
Bán nhà phố Thanh Nhàn Dt 38m2 x4 tầng ngõ rộng gần phố,3,Quận Hai Bà Trưng,"8,55 ",225,38,nhà ở
BÁN NHÀ PHỐ THUỴ KHUÊ QUẬN TÂY HỒ ( DT: 30M; 5 TẦNG; MT: 5m ),4,Quận Tây Hồ,"7,65 ",255,30,nhà ở
BÁN NHÀ PHỐ TÔN ĐỨC THẮNG- CÁCH MP 30m- NHÀ ĐẸP- 2 THOÁNG- XEM LÀ MUA,4,Quận Đống Đa,"7,68 ",240,32,nhà ở
BÁN NHÀ PHỐ TÔN ĐỨC THẮNG- CÁCH MP 30m- NHÀ ĐẸP- 2 THOÁNG- XEM LÀ MUA,4,Quận Đống Đa,"7,68 ",240,32,nhà ở
BÁN NHÀ PHỐ TÔN ĐỨC THẮNG- CÁCH MP 30m- NHÀ ĐẸP- 2 THOÁNG- XEM LÀ MUA,4,Quận Đống Đa,"7,68 ",240,32,nhà ở
"Bán nhà phố Tôn Thất Thiệp, Ba Đình oto tránh, trước nhà 33m2, 6 tầng",7,Quận Ba Đình,"11,9 ",361,33,nhà ở
"BÁN NHÀ PHỐ TRẠM GARA Ô TÔ THANG MÁY 46M 6 TẦNG 10,3 ",5,Quận Long Biên,"10,3 ",224,46,nhà ở
"bán nhà phố trung kính dt 135 m2, nhà 2 mặt tiền.1 mặt phố, 1 mặt ngõ",6,Quận Cầu Giấy,"59,9 ",444,135,nhà ở
"bán nhà phố trung kính dt 135 m2, nhà 2 mặt tiền.1 mặt phố, 1 mặt ngõ",6,Quận Cầu Giấy,"59,9 ",444,135,nhà ở
Bán nhà phố Trương Định 5 tầng 3.3m mặt tiền,5,Quận Hai Bà Trưng,"7,6 ",217,35,nhà ở
"Bán nhà phố Tương Mai, Hai Bà Trưng 34m, 6 tầng. Giá: 7.68 ",5,Quận Hai Bà Trưng,"7,68 ",226,34,nhà ở
"BÁN NHÀ PHỐ VỆ HỒ NGÕ Ô TÔ, XÂY CHẮC CHẮN, VỪA Ở VỪA CHO THUÊ ĐƯỢC",4,Quận Tây Hồ,15,214,70,nhà ở
"BÁN NHÀ PHỐ VỆ HỒ THIẾT KẾ ĐỘC ĐÁO, NHIỀU ÁNH SÁNG, GẦN HỒ TÂY, Ô TÔ",4,Quận Tây Hồ,8,138,58,nhà ở
BÁN NHÀ PHỐ VĨNH TUY- HAI BÀ TRƯNG- VỈA HÈ Ô TÔ TRÁNH- 46M 6T 13.15 TY,5,Quận Hai Bà Trưng,"13,15 ",286,46,nhà ở
BÁN NHÀ PHỐ VIP NGỌC HÀ NGÕ NÔNG FULL ĐỒ NHỈNH 8 ,5,Quận Ba Đình,"8,5 ",163,52,nhà ở
"Bán nhà phố Võng Thị 130m, 4 tầng, ô tô tránh, ngõ thông, gần Hồ Tây",4,Quận Tây Hồ,"41,8 ",322,130,nhà ở
"Bán nhà phố Võng Thị Tây Hồ Hà Nội 45m 6T Ôtô KD 16,2 .",5,Quận Tây Hồ,"16,2 ",360,45,nhà ở
Bán Nhà Phố Vũ Miên Tây Hồ DT 58m 8 tầng Mặt tiền 7m Giá 22.3 ,7,Quận Tây Hồ,"22,3 ",384,58,nhà ở
"Bán nhà Phú Diễn - Bắc Từ Liêm, Ôto đỗ cổng, 41m2, 5.5 ",3,Quận Bắc Từ Liêm,"5,5 ",134,41,nhà ở
BÁN NHÀ PHÚ DIÊN - Ô TÔ - 2 THOÁNG,3,Quận Bắc Từ Liêm,"8,9 ",148,60,nhà ở
"Bán Nhà Phú Đô 35mx5Tầng, Giá Đầu Tư, Trước Nhà 3m, 2 Thoáng",4,Quận Nam Từ Liêm,6,171,35,nhà ở
Bán nhà Phú Đô 46m2 dân xây gần chợ gần phố,4,Quận Nam Từ Liêm,"5,8 ",126,46,nhà ở
"BÁN NHÀ PHÚ GIA GẦN TRƯỜNG C3 TÂY HỒ, UBND PHÚ THƯỢNG, BA BƯỚC Ô TÔ",4,Quận Tây Hồ,"6,65 ",190,35,nhà ở
"Bán nhà Phú Mỹ, Mỹ Đình, lô góc, Oto tránh, diện tích 50m2, mặt tiền",4,Quận Nam Từ Liêm,7,140,50,nhà ở
BÁN NHÀ PHÚ THƯỢNG hơn 6 ,3,Quận Tây Hồ,"6,3 ",210,30,nhà ở
"BÁN NHÀ PHÚ THƯỢNG, TÂY HỒ. 60M, MẶT TIỀN 6M GIÁ 8,6  . GẦN Ô TÔ.",3,Quận Tây Hồ,"8,6 ",143,60,nhà ở
"Bán nhà Phúc Đồng - ngõ 3 gác, nông - nhà mới 6 tầng - 3 mỗi tầng 1",3,Quận Long Biên,"4,9 ",140,35,nhà ở
"Bán Nhà Phúc Tân - Hoàn Kiếm 20M x 5T Chỉ 3,6 .50M ra phố, nhà mới",3,Quận Hoàn Kiếm,"3,6 ",180,20,nhà ở
Bán nhà phụng châu chương mỹ.. Thôn phượng đồng..xã phụng châu 36 m..3,3,Huyện Chương Mỹ,"3,4 ",94,36,nhà ở
"Bán nhà Phụng Châu giá chỉ 2,3   – Nhà mới kiên cố 4 Tầng x 34m2",3,Huyện Chương Mỹ,"2,3 ",68,34,nhà ở
"Bán Nhà PLTC2 Xuân La, Tây hồ 45m2, 4T, MT 4m, hơn 13 , Ô Tô Tránh",3,Quận Tây Hồ,"13,9 ",309,45,nhà ở
BÁN NHÀ QUẬN BẮC TỪ LIÊM NGÕ Ô TÔ GIÁ TỐT,4,Quận Bắc Từ Liêm,"7,6 ",117,65,nhà ở
BÁN NHÀ QUẬN BẮC TỪ LIÊM NHÀ ĐẸP LONG LANH GIÁ *** KHU VỰC,3,Quận Bắc Từ Liêm,"6,25 ",208,30,nhà ở
BÁN NHÀ QUẬN CẦU GIẤY TIỆN ÍCH NGẬP TRÀN GIÁ TỐT Ở SƯỚNG,3,Quận Cầu Giấy,"6,6 ",220,30,nhà ở
BÁN NHÀ QUẬN HAI BÀ TRƯNG,3,Quận Hai Bà Trưng,"3,999",182,22,nhà ở
"Bán nhà Quang Tiến , Đại Mỗ - Nhà mới đón tết",3,Quận Nam Từ Liêm,"5,9 ",169,35,nhà ở
Bán Nhà Quang Tiến- Dân Xây - ngõ ô tô 4 chỗ đỗ cửa,3,Quận Nam Từ Liêm,"5,1 ",168,30,nhà ở
Bán nhà quang trung hà  cách ô tô tránh gần 68M giá chỉ 8 ,3,Quận Hà Đông ,8,118,68,nhà ở
Bán nhà riêng 40m2 chính chủ tại Trần Nhật Duật Hoàn Kiếm,2,Quận Hoàn Kiếm,"4,5 ",113,40,nhà ở
Bán nhà riêng Dương Nội 43m 4 tầng 5 phòng ngủ mặt tiền 7m,4,Quận Hà Đông ,"5,7 ",133,43,nhà ở
"Bán nhà riêng Hà Trì 1 Hà  33m2,xây 5 tầng,mặt 4.2m giá 6.73",3,Quận Hà Đông ,"6,73 ",204,33,nhà ở
"Bán nhà riêng Phố Minh Khai, Hai Bà Trưng, diện tích 64m2 giá 15.9 ",3,Quận Hai Bà Trưng,"15,9 ",248,64,nhà ở
"BÁN NHÀ RIÊNG TẠI PHỐ NHÂN HÒA, NHÀ ĐẸP FULL NỘI THẤT - 7.65 ",4,Quận Thanh Xuân,"7,65 ",153,50,nhà ở
Bán nhà riêng tại Phố Tân Mai mặt tiền rộng 3.8m 1 nhà ra phố,3,Quận Hoàng Mai,"4,5 ",180,25,nhà ở
"BÁN NHÀ RIÊNG TẠI PHƯỜNG LIÊN MẠC,35 M2 x 5 TÂNG - UY TÍN - CHẤT LƯỢNG",4,Quận Bắc Từ Liêm,"3,85 ",110,35,nhà ở
"BÁN NHÀ RỘNG THOÁNG – XUÂN LA ,TÂY HỒ - 70M2 CHỈ 7 , XEM LÀ CỌC NGAY",4,Quận Tây Hồ,7,100,70,nhà ở
Bán nhà sát mặt phố đường tạ quang bửu cách vài bước chân là ra mặt ph,5,Quận Hai Bà Trưng,22,206,107,nhà ở
"Bán nhà siêu đẹp 165m, mặt tiền 14m",4,Huyện Thường Tín,"8,25 ",50,165,nhà ở
"BÁN NHÀ SIÊU ĐẸP 8 TẦNG 9,3 ",10,Quận Nam Từ Liêm,"9,3 ",233,40,nhà ở
BÁN NHÀ SIÊU HIẾM NGỌC THUỴ GIÁ SIÊU HỜI 5.190ty,3,Quận Long Biên,"5,19 ",148,35,nhà ở
BÁN NHÀ SIÊU LUNG LINH 57m2 x 4 TẦNG TẠI TÂN ẤP - BA ĐÌNH,4,Quận Ba Đình,"8,4 ",147,57,nhà ở
Bán nhà số 1 ngõ 82/90 Kim Mã,3,Quận Ba Đình,"4,5 ",161,28,nhà ở
"Bán nhà Số 5 Ngõ 50, phố Hàng Bạc, quận Hoàn Kiếm, Hà Nội",3,Quận Hoàn Kiếm,"8,3 ",237,35,nhà ở
"BÁN NHÀ T T THANH NHÀN, SỔ ĐỎ RỘNG, Ô TÔ ĐỖ , 65M, 2 NGỦ, GIÁ 3  Tí",2,Quận Hai Bà Trưng,3,46,65,chung cư / căn hộ
Bán nhà tại khu biệt thự IEC Tứ Hiệp,5,Huyện Thanh Trì,"19,6 ",327,60,nhà ở
"Bán nhà Tam Trinh, Hoàng Mai, 30m2, gần phố, nhà đẹp ở luôn, giá 5.25T",3,Quận Hoàng Mai,"5,25 ",175,30,nhà ở
"Bán nhà Tam Trinh, Hoàng Mai, 34m, 4,5t, 2 mặt ngõ, gần time,5,4",4,Quận Hoàng Mai,"5,4 ",159,34,nhà ở
"Bán nhà Tân Lập 30m2, 5 tầng, 3 phòng ngủ giá siêu rẻ trong tháng 11",3,Huyện Đan Phượng,"3,6 ",119,30,nhà ở
"Bán nhà Tân Mai, 15m ra ô tô, 3 gác đỗ cửa, ngõ thông 2 đầu, dân xây",3,Quận Hoàng Mai,"5,7 ",173,33,nhà ở
"Bán nhà Tân Mai, 20m ra đường ô tô, ngõ 3 gác tránh, 1 căn ***",4,Quận Hoàng Mai,"5,6 ",187,30,nhà ở
"Bán nhà Tân Mai, ô tô đỗ con đỗ cửa, 25m ra ô tô tránh, nhà đẹp ở luôn",5,Quận Hoàng Mai,"5,9 ",134,44,nhà ở
"BÁN NHÀ TẦNG 1 PHỐ TRẦN KHÁT CHÂN, Ô TÔ ĐỖ CỬA, 45M ,2 NGỦ ,2  55",2,Quận Hai Bà Trưng,"2,55 ",57,45,chung cư / căn hộ
Bán nhà tặng đất,3,Huyện Đông Anh,"7,6 ",71,107,nhà ở
BÁN NHÀ TẶNG ĐẤT - MẶT PHỐ VĂN CHƯƠNG -OTO TRÁNH -GIÁ 17 t,2,Quận Đống Đa,17,270,63,nhà ở
Bán Nhà Tập Thể 29/70m trung tâm Đống Đa,2,Quận Đống Đa,"2,65 ",91,29,chung cư / căn hộ
Bán Nhà Tập Thể 29/70m trung tâm Đống Đa,2,Quận Hà Đông ,"2,65 ",91,29,chung cư / căn hộ
"Bán nhà tập thể Bạch Mai, lô góc, 2 thoáng, tặng nội thất, giá 3.5 ",2,Quận Hai Bà Trưng,"3,5 ",81,43,chung cư / căn hộ
Bán nhà tập thể BQL Giao thông.,2,Quận Hoàn Kiếm,"1,6 ",34,47,chung cư / căn hộ
Bán nhà tập thể BQL Giao thông.,2,Quận Hoàng Mai,"1,6 ",34,47,chung cư / căn hộ
Bán nhà tập thể Bùi Ngọc Dương  30m2* 2T giá 1.050  Hai Bà Trưng,2,Quận Hai Bà Trưng,"1,05 ",35,30,chung cư / căn hộ
"Bán Nhà Tập Thể GTVT Căn Hộ Tập Thể Phố Thái Thịnh, Đống Đa HN",2,Quận Đống Đa,"3,25 ",56,58,chung cư / căn hộ
"Bán Nhà Tập Thể GTVT Căn Hộ Tập Thể Phố Thái Thịnh, Đống Đa HN",2,Quận Hà Đông ,"3,25 ",56,58,chung cư / căn hộ
"BÁN NHÀ TẬP THỂ HOÀN KIẾM  PHỐ VỌNG HÀ  DT: 80M; TẦNG 2; GIÁ: 3,85",2,Quận Hoàn Kiếm,"3,85 ",48,80,chung cư / căn hộ
"BÁN NHÀ TẬP THỂ HOÀN KIẾM  PHỐ VỌNG HÀ  DT: 80M; TẦNG 2; GIÁ: 3,85",2,Quận Hoàng Mai,"3,85 ",48,80,chung cư / căn hộ
"BÁN NHÀ TẬP THỂ KIM NGƯU, PHỐ 8/3 , 70M, 2 NGỦ ,2 VỆ SINH, GIÁ 2,45 T",2,Quận Hai Bà Trưng,"2,45 ",35,70,chung cư / căn hộ
"Bán nhà tập thể Lò Đúc, 2 ngủ, tầng 3, khu nhà chắc chắn, thoáng mát",2,Quận Hai Bà Trưng,"2,65 ",76,35,chung cư / căn hộ
"BÁN NHÀ TẬP THỂ MINH KHAI, KIM NGƯU, Ô TÔ Ở SƯỚNG 85M, 3 NGỦ 3,25 ",3,Quận Hai Bà Trưng,"3,25 ",38,85,chung cư / căn hộ
Bán nhà tập thể phố Trần Đại Nghĩa oto đỗ chân cầu thang 90m2 T3,3,Quận Hai Bà Trưng,"4,3 ",48,90,chung cư / căn hộ
"Bán Nhà Tập thể tầng 3 Phố Huế, 2 ngủ vs kép kín, giá 2,45  sổ riêng",2,Quận Hai Bà Trưng,"2,45 ",41,60,chung cư / căn hộ
"BÁN NHÀ TẬP THỂ TẦNG 3 PHỐ LÒ ĐÚC, GẦN PHỐ ,45M , 2 NGỦ GIÁ 2,2 ",2,Quận Hai Bà Trưng,"2,2 ",49,45,chung cư / căn hộ
"BÁN NHÀ TẬP THỂ THANH NHÀN - BẠCH MAI, NHÀ ĐẸP, DT 45M2 2N2VS HƠN 1 ",2,Quận Hai Bà Trưng,"1,95 ",43,45,chung cư / căn hộ
"BÁN NHÀ TẬP THỂ THANH NHÀN , Ô TÔ, NHÀ ĐẸP Ở LUÔN 2 NGỦ GIÁ 2,76 ",2,Quận Hai Bà Trưng,"2,76 ",46,60,chung cư / căn hộ
"BÁN NHÀ TẬP THỂ THANH XUÂN BẮC - KHUẤT DUY TIẾN, DT90M2 3N2VS HƠN 3 ",3,Quận Thanh Xuân,"3,3 ",37,90,chung cư / căn hộ
BÁN NHÀ TÂY HỒ 50M2 5TẦNG-MẶT NGÕ 10M RA PHỐ-3 BƯỚC RA HỒ TÂY GIÁ 8.75,6,Quận Tây Hồ,"8,75 ",175,50,nhà ở
"Bán nhà Tây Mỗ, 5 tầng, 3 ngủ. Giá 4.95 ",3,Quận Nam Từ Liêm,"4,95 ",165,30,nhà ở
"Bán nhà TÂY MỖ_SÁT VINSMART CITY_48m2, 4 tầng, ngõ nông sát ô tô",5,Quận Nam Từ Liêm,"5,58 ",116,48,nhà ở
Bán nhà Tây Sơn 25M - 2  hơn.,3,Quận Đống Đa,"2,65 ",106,25,nhà ở
"BÁN NHÀ THẠCH BÀN 38M 5 TẦNG CÓ SÂN CỔNG RIÊNG BIỆT 5,15 ",3,Quận Long Biên,5,132,38,nhà ở
"BÁN NHÀ THẠCH BÀN 45M 5 TẦNG THANG MÁY Ô TÔ ĐỖ CỬA 6,5 ",5,Quận Long Biên,"6,5 ",144,45,nhà ở
"BÁN NHÀ THẠCH BÀN 62M 5 TẦNG THANG MÁY Ô TÔ ĐỂ TRONG SÂN 7,85 ",4,Quận Long Biên,7,113,62,nhà ở
"Bán nhà Thanh Đàm, Hoàng Mai, 40m,5t, 3 thoáng, full nội thất, 5,65 ",4,Quận Hoàng Mai,"5,65 ",141,40,nhà ở
"Bán Nhà Thanh Đàm,Hoàng Mai,40m,5t,3 Thoáng,gần oto,full nội thất,5,65",4,Quận Hoàng Mai,"5,65 ",141,40,nhà ở
"Bán nhà Thượng Thanh - Đầu tư tương lai, tiện ích đủ đầy!  🌟 Vị trí đắ",3,Quận Long Biên,"4,25 ",121,35,nhà ở
BÁN NHÀ THUỴ KHUÊ - 50m2 x 4 TẦNG - GIÁ CHÀO 9 . HỒ TÂY LỘNG GIÓ - L,4,Quận Tây Hồ,9,180,50,nhà ở
BÁN NHÀ THUỴ KHUÊ Ô TÔ ĐỖ CỬA,4,Quận Tây Hồ,"7,68 ",307,25,nhà ở
BÁN NHÀ THUỴ KHUÊ TÂY HỒ 68M NHỈNH 7 ,4,Quận Tây Hồ,"7,45 ",110,68,nhà ở
